Category, Price, Wattage, Name, Source
ENERGY STAR Clothes Washers,449.1,NA,Amana 3.4 cu. ft. Top Load Washer in White ENERGY STAR,http://www.homedepot.com/p/Amana-3-4-cu-ft-Top-Load-Washer-in-White-ENERGY-STAR-NTW4700YQ/203996365
ENERGY STAR Clothes Washers,494.1,NA,GE 3.7 DOE cu. ft. Top Load Washer in Bisque,http://www.homedepot.com/p/GE-3-7-DOE-cu-ft-Top-Load-Washer-in-Bisque-GCWP1805DCC/203403498
ENERGY STAR Clothes Washers,494.1,NA,Maytag Centennial 3.6 cu. ft. Top Load Washer in White,http://www.homedepot.com/p/Maytag-Centennial-3-6-cu-ft-Top-Load-Washer-in-White-MVWC200BW/204307073
ENERGY STAR Dishwashers,229,NA,SPT Countertop Dishwasher in White with 6 wash cycles,http://www.homedepot.com/p/SPT-Countertop-Dishwasher-in-White-with-6-wash-cycles-SD-2201W/202677504
ENERGY STAR Dishwashers,239,NA,SPT Countertop Dishwasher in Silver with 6 wash cycles,http://www.homedepot.com/p/SPT-Countertop-Dishwasher-in-Silver-with-6-wash-cycles-SD-2201S/202677501
ENERGY STAR Dishwashers,269,NA,Hotpoint Front Control Dishwasher in Bisque,http://www.homedepot.com/p/Hotpoint-Front-Control-Dishwasher-in-Bisque-HDA2100VCC/202868477
ENERGY STAR Dishwashers,299,NA,Hotpoint Front Control Dishwasher in Black,http://www.homedepot.com/p/Hotpoint-Front-Control-Dishwasher-in-Black-HDA3600DBB/203229600
ENERGY STAR Dishwashers,299,NA,GE Front Control Dishwasher in Bisque,http://www.homedepot.com/p/GE-Front-Control-Dishwasher-in-Bisque-GSD2100VCC/202868432
ENERGY STAR Dishwashers,319,NA,Frigidaire Front Control Dishwasher in White,http://www.homedepot.com/p/Frigidaire-Front-Control-Dishwasher-in-White-FFBD2406NW/203512728
ENERGY STAR Dehumidifiers,249,NA,Royal Sovereign 55-Pint Bucketless Dehumidifier,http://www.homedepot.com/p/Royal-Sovereign-55-Pint-Bucketless-Dehumidifier-BDH-550/202228699?N=5yc1vZc4l8Z2bcq1e
ENERGY STAR Room Air Conditioners,129,NA,Impecca 5000 BTU Window Air Conditioner with Mechanical Controls and Two Cooling Speeds,http://www.homedepot.com/p/Impecca-5-000-BTU-Window-Air-Conditioner-with-Mechanical-Controls-and-Two-Cooling-Speeds-IWA05KM/204644997?N=5yc1vZc4lu
ENERGY STAR Room Air Conditioners,149,NA,Frigidaire 5000 BTU Window Air Conditioner,http://www.homedepot.com/p/Frigidaire-5-000-BTU-Window-Air-Conditioner-FRA052XT7/203515437?N=5yc1vZc4lu
ENERGY STAR Room Air Conditioners,169,NA,GE 6400 BTU 115 Volt Window Air Conditioner with Remote,http://www.homedepot.com/p/GE-6-400-BTU-115-Volt-Window-Air-Conditioner-with-Remote-AEL06LQ/203273901?N=5yc1vZc4lu
ENERGY STAR Room Air Conditioners,169,NA,Impecca 6000 BTU Window Air Conditioner with Mechanical Controls and Whisper Quiet Operation,http://www.homedepot.com/p/Impecca-6-000-BTU-Window-Air-Conditioner-with-Mechanical-Controls-and-Whisper-Quiet-Operation-IWA-06KM/204644999?N=5yc1vZc4lu
ENERGY STAR Room Air Conditioners,189,NA,RCA 6000 BTU Window Electronic Air Conditioner with Remote Control,http://www.homedepot.com/p/RCA-6-000-BTU-Window-Electronic-Air-Conditioner-with-Remote-Control-RACE6001/204178782?N=5yc1vZc4lu
ENERGY STAR Room Air Conditioners,199,NA,SPT 6000 BTU Window Air Conditioner,http://www.homedepot.com/p/SPT-6-000-BTU-Window-Air-Conditioner-WA-6011S/202677460?N=5yc1vZc4lu
ENERGY STAR Room Air Conditioners,199,NA,Keystone 6000 BTU 115-Volt Window-Mounted Air Conditioner with Follow Me LCD Remote Control,http://www.homedepot.com/p/Keystone-6-000-BTU-115-Volt-Window-Mounted-Air-Conditioner-with-Follow-Me-LCD-Remote-Control-KSTAW06A/204175016?N=5yc1vZc4lu
ENERGY STAR Room Air Conditioners,219,NA,GE 8000 BTU 115 Volt Electronic Window Air Conditioner with Remote,http://www.homedepot.com/p/GE-8-000-BTU-115-Volt-Electronic-Window-Air-Conditioner-with-Remote-AEL08LQ/203274032?N=5yc1vZc4lu
ENERGY STAR Room Air Conditioners,229,NA,Sharp 6000 BTU 115-Volt Window-Mounted Air Conditioner with Rest Easy Remote Control,http://www.homedepot.com/p/Sharp-6-000-BTU-115-Volt-Window-Mounted-Air-Conditioner-with-Rest-Easy-Remote-Control-AFS60RX/203596498?N=5yc1vZc4lu
ENERGY STAR Room Air Conditioners,239,NA,RCA 8000 BTU Window Air Conditioner with Remote,http://www.homedepot.com/p/RCA-8-000-BTU-Window-Air-Conditioner-with-Remote-RACE8001/204178804?N=5yc1vZc4lu
ENERGY STAR Room Air Conditioners,249,NA,Electrolux 6000 BTU Window Mini Compact Air Conditioner,http://www.homedepot.com/p/Electrolux-6-000-BTU-Window-Mini-Compact-Air-Conditioner-FRA062AT7/204289716?N=5yc1vZc4lu
ENERGY STAR Room Air Conditioners,249,NA,Frigidaire 10000 BTU Window Compact Room Air Conditioner,http://www.homedepot.com/p/Frigidaire-10-000-BTU-Window-Compact-Room-Air-Conditioner-FRA102BT1/204289720?N=5yc1vZc4lu
ENERGY STAR Room Air Conditioners,249,NA,Keystone 8000 BTU 115-Volt Window-Mounted Air Conditioner with Follow Me LCD Remote Control,http://www.homedepot.com/p/Keystone-8-000-BTU-115-Volt-Window-Mounted-Air-Conditioner-with-Follow-Me-LCD-Remote-Control-KSTAW08A/204175018?N=5yc1vZc4lu
ENERGY STAR Room Air Conditioners,269,NA,SPT 8000 BTU Window Air Conditioner,http://www.homedepot.com/p/SPT-8-000-BTU-Window-Air-Conditioner-WA-8011S/202677463?N=5yc1vZc4lu
ENERGY STAR Room Air Conditioners,269,NA,GE 10000 BTU 115 Volt Electronic Window Air Conditioner with Remote,http://www.homedepot.com/p/GE-10-000-BTU-115-Volt-Electronic-Window-Air-Conditioner-with-Remote-AEL10AQ/203274034?N=5yc1vZc4lu
ENERGY STAR Room Air Conditioners,289,NA,RCA 10000 BTU Window Air Conditioner with Remote,http://www.homedepot.com/p/RCA-10-000-BTU-Window-Air-Conditioner-with-Remote-RACE1001/204178803?N=5yc1vZc4lu
ENERGY STAR Torchieres,19.95,NA, Design Trends 71.25 in. Contemporary Black Torchiere Floor Lamp,http://www.homedepot.com/p/Unbranded-Design-Trends-71-25-in-Contemporary-Black-Torchiere-Floor-Lamp-19003-07/204348419
ENERGY STAR Torchieres,29.97,NA,Hampton Bay 72 in. Bronze Torchiere Floor Lamp,http://www.homedepot.com/p/Hampton-Bay-72-in-Bronze-Torchiere-Floor-Lamp-HD09528TOBRZE/100563976
ENERGY STAR Torchieres,27.97,NA,Hampton Bay 71-1/2 in. Black Floor Lamp with CFL Bulb,http://www.homedepot.com/p/Hampton-Bay-71-1-2-in-Black-Floor-Lamp-with-CFL-Bulb-C398-505/202258771
ENERGY STAR Torchieres,29.99,NA,Adesso Swivel Black 71.5 in. Floor Lamp,http://www.homedepot.com/p/Adesso-Swivel-Black-71-5-in-Floor-Lamp-3677-01/202323430
ENERGY STAR Torchieres,29.99,NA,Adesso Swivel Satin Steel 71.5 in. Floor Lamp,http://www.homedepot.com/p/Adesso-Swivel-Satin-Steel-71-5-in-Floor-Lamp-3677-22/202323438
ENERGY STAR Torchieres,34.97,NA,Hampton Bay 72 in. Bronze Torchiere Floor Lamp with TTL 20 Compliant Fixture,http://www.homedepot.com/p/Hampton-Bay-72-in-Bronze-Torchiere-Floor-Lamp-with-TTL-20-Compliant-Fixture-HD09528TOBRZF/202076081
ENERGY STAR Torchieres,49,NA,Adesso Pisces 73 in. Floor Lamp,http://www.homedepot.com/p/Adesso-Pisces-73-in-Floor-Lamp-7501-01/202106831
ENERGY STAR Torchieres,44.97,NA,Hampton Bay 72 in. Torchiere Floor Lamp,http://www.homedepot.com/p/Hampton-Bay-72-in-Torchiere-Floor-Lamp-CF2494BS-1/202258762
ENERGY STAR Torchieres,53.78,NA,ORE International 69.5 in. 190W Silver Halogen Tochiere,http://www.homedepot.com/p/ORE-International-69-5-in-190W-Silver-Halogen-Tochiere-3030SVR/202977815
ENERGY STAR Torchieres,51.97,NA,Hampton Bay Rhodes 58-1/2 in. Bronze Floor Lamp with TTL 20 Compliant Fixture,http://www.homedepot.com/p/Hampton-Bay-Rhodes-58-1-2-in-Bronze-Floor-Lamp-with-TTL-20-Compliant-Fixture-HD09999FRBRZF/202076084
ENERGY STAR Torchieres,54.97,NA,Hampton Bay Windsor 71-3/4 in. Floor Lamp,http://www.homedepot.com/p/Hampton-Bay-Windsor-71-3-4-in-Floor-Lamp-HD13658TOBRZF/202520767
ENERGY STAR Torchieres,54.97,NA,Hampton Bay Rhodes 71-1/2 in. Outdoor Bronze Torchiere Floor Lamp,http://www.homedepot.com/p/Hampton-Bay-Rhodes-71-1-2-in-Outdoor-Bronze-Torchiere-Floor-Lamp-HD10256TOBRZC/202033571
ENERGY STAR Torchieres,56,NA,Adesso Piedmont 71 in. Combo Floor Lamp,http://www.homedepot.com/p/Adesso-Piedmont-71-in-Combo-Floor-Lamp-7202-01/202106817
ENERGY STAR Torchieres,56.99,NA,Design Fidelity Halo 71 in. Brushed Nickel Torchiere Floor Lamp With Reading Light,http://www.homedepot.com/p/Design-Fidelity-Halo-71-in-Brushed-Nickel-Torchiere-Floor-Lamp-With-Reading-Light-CF09071BS/203726491
ENERGY STAR Torchieres,62.97,NA,Hampton Bay Graham 72 in. Bronze Torchiere with Amber Glass Shade,http://www.homedepot.com/p/Hampton-Bay-Graham-72-in-Bronze-Torchiere-with-Amber-Glass-Shade-18034-000/203061583
ENERGY STAR Torchieres,72.18,NA,Illumine 69 in. Chrome Torchiere Lamp with White Plastic Shade,http://www.homedepot.com/p/Illumine-69-in-Chrome-Torchiere-Lamp-with-White-Plastic-Shade-CLI-LS422549/202697799
ENERGY STAR Torchieres,93.6,NA,Kenroy Home Wendell 70 in. Oil Rubbed Bronze Torchiere,http://www.homedepot.com/p/Kenroy-Home-Wendell-70-in-Oil-Rubbed-Bronze-Torchiere-32110ORB/203503548
ENERGY STAR Torchieres,93.6,NA,Kenroy Home Tate 70 in. Brushed Steel Torchiere,http://www.homedepot.com/p/Kenroy-Home-Tate-70-in-Brushed-Steel-Torchiere-32112BS/203170714
ENERGY STAR Torchieres,95.2,NA,Illumine 71 in. Black Torchiere Lamp,http://www.homedepot.com/p/Illumine-71-in-Black-Torchiere-Lamp-CLI-LS414711/202697821
ENERGY STAR Torchieres,95.4,NA,Kenroy Home McGrath 72 in. Bronze Torchiere,http://www.homedepot.com/p/Kenroy-Home-McGrath-72-in-Bronze-Torchiere-32130MBRZ/203019265
ENERGY STAR Windows,61.25,NA,TAFCO WINDOWS Mobile Home Single Hung Aluminum Windows 14 in. x 27 in. x 1-1/2 in., White, with Single Glass and Screen,http://www.homedepot.com/p/TAFCO-WINDOWS-Mobile-Home-Single-Hung-Aluminum-Windows-14-in-x-27-in-x-1-1-2-in-White-with-Single-Glass-and-Screen-MHW1528-W/203259559
ENERGY STAR Windows,62.19,NA,TAFCO WINDOWS Mobile Home Single Hung Aluminum Windows 14 in. x 27 in. x 1-1/2 in., Mill Finish, with Single Glass and Screen,http://www.homedepot.com/p/TAFCO-WINDOWS-Mobile-Home-Single-Hung-Aluminum-Windows-14-in-x-27-in-x-1-1-2-in-Mill-Finish-with-Single-Glass-and-Screen-MHW1528-M/203259553
ENERGY STAR Windows,77.19,NA,TAFCO WINDOWS Mobile Home Single Hung Aluminum Windows 30 in. x 27 in. x 1-1/2 in., Mill Finish, with Single Glass and Screen,http://www.homedepot.com/p/TAFCO-WINDOWS-Mobile-Home-Single-Hung-Aluminum-Windows-30-in-x-27-in-x-1-1-2-in-Mill-Finish-with-Single-Glass-and-Screen-MHW3128-M/203259549
ENERGY STAR Windows,85,NA,TAFCO WINDOWS Mobile Home Single Hung Aluminum Windows 30 in. x 27 in. x 1-1/2 in., White, with Single Glass and Screen,http://www.homedepot.com/p/TAFCO-WINDOWS-Mobile-Home-Single-Hung-Aluminum-Windows-30-in-x-27-in-x-1-1-2-in-White-with-Single-Glass-and-Screen-MHW3128-W/203259557
ENERGY STAR Windows,93.75,NA,TAFCO WINDOWS Mobile Home Single Hung Aluminum Windows 30 in. x 40 in. x 1-1/2 in., Mill Finish, with Single Glass and Screen,http://www.homedepot.com/p/TAFCO-WINDOWS-Mobile-Home-Single-Hung-Aluminum-Windows-30-in-x-40-in-x-1-1-2-in-Mill-Finish-with-Single-Glass-and-Screen-MHW3141-M/203259551
ENERGY STAR Windows,98.75,NA,TAFCO WINDOWS Mobile Home Single Hung Aluminum Windows 30 in. x 40 in. x 1-1/2 in., White, with Single Glass and Screen,http://www.homedepot.com/p/TAFCO-WINDOWS-Mobile-Home-Single-Hung-Aluminum-Windows-30-in-x-40-in-x-1-1-2-in-White-with-Single-Glass-and-Screen-MHW3141-W/203259558
ENERGY STAR Windows,102.5,NA,TAFCO WINDOWS Mobile Home Single Hung Aluminum Windows 30 in. x 54 in. x 1-1/2 in., Mill Finish, with Single Glass and Screen,http://www.homedepot.com/p/TAFCO-WINDOWS-Mobile-Home-Single-Hung-Aluminum-Windows-30-in-x-54-in-x-1-1-2-in-Mill-Finish-with-Single-Glass-and-Screen-MHW3155-M/203259554
ENERGY STAR Windows,113.75,NA,TAFCO WINDOWS Mobile Home Single Hung Aluminum Windows 30 in. x 54 in. x 1-1/2 in., White, with Single Glass and Screen,http://www.homedepot.com/p/TAFCO-WINDOWS-Mobile-Home-Single-Hung-Aluminum-Windows-30-in-x-54-in-x-1-1-2-in-White-with-Single-Glass-and-Screen-MHW3155-W/203259560
Ceiling Fan with ENERGY STAR Light Fixture,29.97,NA,Hampton Bay Littleton 42 in. White Ceiling Fan,http://www.homedepot.com/p/Hampton-Bay-Littleton-42-in-White-Ceiling-Fan-UB42S-WH-SH/202046539?N=5yc1vZbvlq
Ceiling Fan with ENERGY STAR Light Fixture,44.97,NA,Hampton Bay Middleton 42 in. White Ceiling Fan,http://www.homedepot.com/p/Hampton-Bay-Middleton-42-in-White-Ceiling-Fan-UE42VWH-SHB/204492499?N=5yc1vZbvlq
Ceiling Fan with ENERGY STAR Light Fixture,47.97,NA,Hampton Bay Farmington 52 in. Indoor Tarnished Bronze Ceiling Fan,http://www.homedepot.com/p/Hampton-Bay-Farmington-52-in-Indoor-Tarnished-Bronze-Ceiling-Fan-B552QI-TB/202519629?N=5yc1vZbvlq
Ceiling Fan with ENERGY STAR Light Fixture,44.97,NA,Hampton Bay Middleton 42 in. Brushed Nickel Ceiling Fan,http://www.homedepot.com/p/Hampton-Bay-Middleton-42-in-Brushed-Nickel-Ceiling-Fan-UE42V-NI-SHB/204592674?N=5yc1vZbvlq
Ceiling Fan with ENERGY STAR Light Fixture,46.97,NA,Hampton Bay Farmington 52 in. White Ceiling Fan,http://www.homedepot.com/p/Hampton-Bay-Farmington-52-in-White-Ceiling-Fan-B552QI-WH/100665874?N=5yc1vZbvlq
Ceiling Fan with ENERGY STAR Light Fixture,46.97,NA,Hampton Bay Farmington 52 in. Brushed Nickel Ceiling Fan,http://www.homedepot.com/p/Hampton-Bay-Farmington-52-in-Brushed-Nickel-Ceiling-Fan-B552QI-BN/100665883?N=5yc1vZbvlq
Ceiling Fan with ENERGY STAR Light Fixture,49.32,NA,Hampton Bay Farmington 52 in. Oil Rubbed Bronze Ceiling Fan,http://www.homedepot.com/p/Hampton-Bay-Farmington-52-in-Oil-Rubbed-Bronze-Ceiling-Fan-B552QI-ORB/100665879?N=5yc1vZbvlq
Ceiling Fan with ENERGY STAR Light Fixture,49.32,NA,Hampton Bay Farmington 52 in. Natural Iron Ceiling Fan,http://www.homedepot.com/p/Hampton-Bay-Farmington-52-in-Natural-Iron-Ceiling-Fan-B552QI-NI/100665881?N=5yc1vZbvlq
Ceiling Fan with ENERGY STAR Light Fixture,59.97,NA,Hampton Bay Brookhurst 52 in. Oil Rubbed Bronze Ceiling Fan,http://www.homedepot.com/p/Hampton-Bay-Brookhurst-52-in-Oil-Rubbed-Bronze-Ceiling-Fan-YG268-ORB/202191197?N=5yc1vZbvlq
Ceiling Fan with ENERGY STAR Light Fixture,59.97,NA,Hampton Bay Brookhurst 52 in. Brushed Nickel Ceiling Fan,http://www.homedepot.com/p/Hampton-Bay-Brookhurst-52-in-Brushed-Nickel-Ceiling-Fan-YG268-BN/202191192?N=5yc1vZbvlq
Ceiling Fan with ENERGY STAR Light Fixture,59,NA,Hampton Bay 52 in. Campbell II Mediterranean Bronze Ceiling Fan,http://www.homedepot.com/p/Hampton-Bay-52-in-Campbell-II-Mediterranean-Bronze-Ceiling-Fan-51450/204348181?N=5yc1vZbvlq
Ceiling Fan with ENERGY STAR Light Fixture,49.97,NA,Hampton Bay Hawkins 44 in. White Ceiling Fan,http://www.homedepot.com/p/Hampton-Bay-Hawkins-44-in-White-Ceiling-Fan-YG204-WH/100630902?N=5yc1vZbvlq
Ceiling Fan with ENERGY STAR Light Fixture,49.97,NA,Hampton Bay Clarkston 44 in. White Ceiling Fan,http://www.homedepot.com/p/Hampton-Bay-Clarkston-44-in-White-Ceiling-Fan-CF544H-PEH/203495380?N=5yc1vZbvlq
Ceiling Fan with ENERGY STAR Light Fixture,49.99,NA,Hampton Bay Hugger 52 in. White Ceiling Fan,http://www.homedepot.com/p/Hampton-Bay-Hugger-52-in-White-Ceiling-Fan-AL383-WH/202191203?N=5yc1vZbvlq
Ceiling Fan with ENERGY STAR Light Fixture,51,NA,Hampton Bay Andross 48 in. White Ceiling Fan,http://www.homedepot.com/p/Hampton-Bay-Andross-48-in-White-Ceiling-Fan-14929/202352943?N=5yc1vZbvlq
Ceiling Fan with ENERGY STAR Light Fixture,53.99,NA,Westinghouse Petite 30 in. White Ceiling Fan,http://www.homedepot.com/p/Westinghouse-Petite-30-in-White-Ceiling-Fan-7810800/202759689?N=5yc1vZbvlq
Ceiling Fan with ENERGY STAR Light Fixture,54.6,NA,Hampton Bay Aspen 36 in. Bronze Patina Hugger Ceiling Fan with 4 Reversible MDF Blades and Single Scavo Glass,http://www.homedepot.com/p/Hampton-Bay-Aspen-36-in-Bronze-Patina-Hugger-Ceiling-Fan-with-4-Reversible-MDF-Blades-and-Single-Scavo-Glass-221809/203942297?N=5yc1vZbvlq
Ceiling Fan with ENERGY STAR Light Fixture,54.72,NA,Westinghouse Casanova Supreme 42 in. Antique Brass Ceiling Fan,http://www.homedepot.com/p/Westinghouse-Casanova-Supreme-42-in-Antique-Brass-Ceiling-Fan-7812300/202759691?N=5yc1vZbvlq
Ceiling Fan with ENERGY STAR Light Fixture,54.97,NA,Hampton Bay Minuet III 36 in. White Ceiling Fan,http://www.homedepot.com/p/Hampton-Bay-Minuet-III-36-in-White-Ceiling-Fan-AG806C-WH/204179469?N=5yc1vZbvlq
Ceiling Fan with ENERGY STAR Light Fixture,54.97,NA,Hampton Bay Metarie 24 in. White Ceiling Fan,http://www.homedepot.com/p/Hampton-Bay-Metarie-24-in-White-Ceiling-Fan-AL508-WH/202352268?N=5yc1vZbvlq
Ceiling Fan with ENERGY STAR Light Fixture,55.99,NA,Westinghouse Petite 30 in. Antique Brass Ceiling Fan,http://www.homedepot.com/p/Westinghouse-Petite-30-in-Antique-Brass-Ceiling-Fan-7860300/202759708?N=5yc1vZbvlq
Standard Electric Water Heater to Gas Water Heater,228,NA,Rheem Performance 40 gal. Medium 6 Year 4500/4500-Watt Elements Electric Water Heater,http://www.homedepot.com/p/Rheem-Performance-40-gal-Medium-6-Year-4500-4500-Watt-Elements-Electric-Water-Heater-XE40M06ST45U0/204298991
Standard Electric Water Heater to Gas Water Heater,278,NA,Rheem Performance 50 gal. Medium 6 Year 4500/4500-Watt Elements Electric Water Heater,http://www.homedepot.com/p/Rheem-Performance-50-gal-Medium-6-Year-4500-4500-Watt-Elements-Electric-Water-Heater-XE50M06ST45U0/204298990
Standard Electric Water Heater to Gas Water Heater,999,NA,Marathon 85-Gal. Tall 4500 Watt Lifetime Electric Water Heater,http://www.homedepot.com/p/Marathon-85-Gal-Tall-4500-Watt-Lifetime-Electric-Water-Heater-MR85245/202584261
Standard Electric Water Heater to Gas Water Heater,899,NA,Marathon 50-Gal. Tall 4500 Watt Lifetime Electric Water Heater,http://www.homedepot.com/p/Marathon-50-Gal-Tall-4500-Watt-Lifetime-Electric-Water-Heater-MR50245/100209103
Standard Electric Water Heater to Gas Water Heater,347,NA,Rheem Performance 30 gal. Short 6 Year 4500/4500-Watt Elements Electric Water Heater,http://www.homedepot.com/p/Rheem-Performance-30-gal-Short-6-Year-4500-4500-Watt-Elements-Electric-Water-Heater-XE30S06ST45U0/204317863
Standard Electric Water Heater to Gas Water Heater,899,NA,Marathon 50-Gal. Short 4500 Watt Lifetime Electric Water Heater,http://www.homedepot.com/p/Marathon-50-Gal-Short-4500-Watt-Lifetime-Electric-Water-Heater-MSR50245/202584260
Standard Electric Water Heater to Gas Water Heater,1149,NA,Marathon 105-Gal. Tall 4500 Watt Lifetime Electric Water Heater,http://www.homedepot.com/p/Marathon-105-Gal-Tall-4500-Watt-Lifetime-Electric-Water-Heater-MR105245/202584262
